TRINITY_DN116565_c0_g1_i1.p1	sp|P61765|STXB1_RAT	100.000	127	0	0	1	127	468	594	1.46e-87	268
TRINITY_DN103354_c0_g1_i1.p1	sp|Q9JJS6|BCDO1_MOUSE	100.000	167	0	0	1	167	1	167	3.78e-121	355
TRINITY_DN103393_c0_g1_i1.p1	sp|Q3U1F9|PHAG1_MOUSE	100.000	203	0	0	1	203	227	429	2.83e-148	421
TRINITY_DN118478_c0_g1_i1.p1	sp|Q9WU62|INCE_MOUSE	100.000	135	0	0	1	135	147	281	3.11e-85	269
TRINITY_DN118458_c0_g1_i1.p3	sp|Q7TQI7|ABTB2_MOUSE	100.000	120	0	0	1	120	1	120	1.12e-78	253
TRINITY_DN118440_c0_g1_i1.p1	sp|Q5U431|GPR39_MOUSE	100.000	122	0	0	1	122	280	401	1.28e-83	254
TRINITY_DN118412_c0_g1_i1.p1	sp|Q8R4A3|DACT1_MOUSE	100.000	191	0	0	1	191	217	407	2.10e-134	397
TRINITY_DN100377_c0_g1_i1.p1	sp|Q80VP2|SPAT7_MOUSE	100.000	140	0	0	1	140	145	284	1.29e-94	286
TRINITY_DN100370_c0_g1_i1.p1	sp|O54824|IL16_MOUSE	98.990	99	1	0	1	99	893	991	1.97e-57	193
TRINITY_DN100390_c0_g1_i1.p1	sp|Q8BPQ7|SGSM1_MOUSE	99.130	115	1	0	1	115	73	187	1.17e-71	233
TRINITY_DN100347_c0_g1_i1.p1	sp|Q8BI29|SARG_MOUSE	100.000	94	0	0	10	103	36	129	1.54e-57	189
TRINITY_DN100378_c0_g1_i1.p1	sp|F2Z461|HERC6_MOUSE	100.000	114	0	0	1	114	117	230	5.32e-72	234
TRINITY_DN100378_c0_g1_i1.p1	sp|F2Z461|HERC6_MOUSE	35.802	81	50	2	2	82	226	304	8.53e-07	49.3
TRINITY_DN100385_c0_g1_i1.p1	sp|Q7TNC6|KI26B_MOUSE	100.000	117	0	0	1	117	1662	1778	1.32e-66	220
TRINITY_DN100398_c0_g1_i1.p2	sp|Q07832|PLK1_MOUSE	85.437	103	14	1	8	109	1	103	1.82e-52	176
TRINITY_DN100382_c0_g1_i1.p1	sp|Q5NCC3|TRI41_MOUSE	100.000	104	0	0	5	108	1	104	2.83e-65	210
TRINITY_DN110971_c0_g1_i1.p1	sp|Q9QYJ2|RASA3_RAT	100.000	148	0	0	6	153	1	148	1.73e-102	314
TRINITY_DN110919_c0_g1_i1.p1	sp|E9Q8I9|FRY_MOUSE	100.000	674	0	0	1	674	589	1262	0.0	1402
TRINITY_DN110908_c0_g1_i1.p1	sp|Q80ZW2|THEM6_MOUSE	100.000	207	0	0	21	227	1	207	6.98e-148	413
TRINITY_DN110912_c0_g1_i1.p1	sp|G5E8P0|GCP6_MOUSE	100.000	351	0	0	2	352	1419	1769	0.0	727
TRINITY_DN110915_c0_g1_i1.p1	sp|Q3U1V8|M3K9_MOUSE	100.000	204	0	0	1	204	874	1077	1.54e-135	408
TRINITY_DN110932_c0_g1_i1.p1	sp|P13595|NCAM1_MOUSE	99.663	297	1	0	1	297	298	594	0.0	623
TRINITY_DN110932_c0_g1_i1.p1	sp|P13595|NCAM1_MOUSE	22.705	207	141	7	1	198	107	303	1.10e-07	56.6
TRINITY_DN110965_c0_g1_i1.p1	sp|Q3U2J5|CMKMT_MOUSE	99.206	126	1	0	1	126	1	126	5.72e-87	258
TRINITY_DN110901_c0_g1_i1.p1	sp|Q499E5|STOX2_MOUSE	100.000	110	0	0	2	111	320	429	4.33e-71	230
TRINITY_DN110939_c0_g1_i1.p1	sp|Q5J3F6|V1R90_RAT	50.485	103	50	1	2	103	152	254	1.01e-25	100
TRINITY_DN110963_c0_g1_i1.p1	sp|Q8K007|SULF1_MOUSE	100.000	183	0	0	7	189	355	537	6.13e-127	380
TRINITY_DN110998_c0_g1_i1.p1	sp|O70337|BIK_MOUSE	100.000	150	0	0	31	180	1	150	1.40e-106	304
TRINITY_DN120396_c0_g1_i1.p1	sp|Q149C2|MIPT3_MOUSE	100.000	128	0	0	1	128	36	163	3.61e-86	265
TRINITY_DN114589_c0_g1_i1.p1	sp|E9Q2M9|WDFY4_MOUSE	100.000	47	0	0	76	122	2479	2525	6.06e-25	101
TRINITY_DN114597_c0_g1_i1.p1	sp|Q2VPA6|HELQ_MOUSE	100.000	128	0	0	1	128	1	128	9.00e-85	270
TRINITY_DN114566_c0_g1_i1.p1	sp|P62912|RL32_RAT	100.000	135	0	0	25	159	1	135	6.35e-95	273
TRINITY_DN118705_c0_g1_i1.p1	sp|Q5F2L2|FUT10_MOUSE	100.000	125	0	0	1	125	28	152	2.92e-88	267
TRINITY_DN118743_c0_g1_i1.p1	sp|Q6PFQ7|RASL2_MOUSE	100.000	120	0	0	1	120	526	645	4.34e-76	243
TRINITY_DN118797_c0_g1_i1.p1	sp|P18155|MTDC_MOUSE	100.000	184	0	0	1	184	88	271	2.23e-132	377
TRINITY_DN119450_c0_g1_i1.p1	sp|Q01118|SCN7A_HUMAN	81.500	200	37	0	1	200	1267	1466	4.90e-96	308
TRINITY_DN119450_c0_g1_i1.p1	sp|Q01118|SCN7A_HUMAN	32.090	134	82	2	10	142	530	655	9.36e-07	52.0
TRINITY_DN119420_c0_g1_i1.p1	sp|B1AVH7|TBD2A_MOUSE	100.000	101	0	0	1	101	475	575	1.28e-62	207
TRINITY_DN104852_c0_g1_i1.p1	sp|Q5SNZ0|GRDN_MOUSE	100.000	110	0	0	1	110	341	450	4.00e-66	218
TRINITY_DN104898_c0_g1_i1.p1	sp|P49300|CLC10_MOUSE	88.506	174	20	0	1	174	131	304	1.34e-114	330
TRINITY_DN104820_c0_g1_i1.p1	sp|Q6ZN04|MEX3B_HUMAN	100.000	104	0	0	1	104	153	256	7.98e-66	210
TRINITY_DN104820_c0_g1_i1.p1	sp|Q6ZN04|MEX3B_HUMAN	52.000	50	24	0	20	69	78	127	2.12e-07	50.4
TRINITY_DN111136_c0_g1_i1.p1	sp|Q69ZF3|GBA2_MOUSE	100.000	109	0	0	1	109	288	396	3.90e-70	228
TRINITY_DN111148_c0_g1_i1.p1	sp|Q9EQR6|FANCG_MOUSE	100.000	281	0	0	1	281	1	281	0.0	553
TRINITY_DN111182_c0_g1_i1.p1	sp|Q9CR13|FMC1_MOUSE	100.000	113	0	0	1	113	1	113	1.16e-78	229
TRINITY_DN111144_c0_g1_i1.p1	sp|Q9EQZ7|RIMS2_MOUSE	100.000	133	0	0	1	133	755	887	7.01e-86	276
TRINITY_DN111134_c0_g1_i1.p1	sp|Q7TNF9|F117A_MOUSE	99.742	387	1	0	17	403	65	451	0.0	771
TRINITY_DN111199_c0_g1_i1.p1	sp|O88512|AP1G2_MOUSE	100.000	195	0	0	1	195	597	791	1.56e-134	398
TRINITY_DN111167_c0_g1_i1.p1	sp|P70213|FV1_MOUSE	100.000	286	0	0	1	286	1	286	0.0	587
TRINITY_DN111122_c0_g1_i1.p1	sp|Q9Z309|CIB2_MOUSE	100.000	185	0	0	1	185	3	187	3.91e-135	378
TRINITY_DN111112_c0_g1_i1.p1	sp|Q8BG95|MYPT2_MOUSE	100.000	132	0	0	33	164	1	132	4.55e-88	279
TRINITY_DN122851_c0_g1_i1.p1	sp|Q8K1I7|WIPF1_MOUSE	100.000	107	0	0	1	107	262	368	7.59e-55	180
TRINITY_DN119918_c0_g1_i1.p1	sp|Q9Z1K7|APCL_MOUSE	100.000	99	0	0	1	99	1140	1238	6.61e-61	202
TRINITY_DN119983_c0_g1_i1.p1	sp|O88566|AXIN2_MOUSE	88.333	120	0	1	1	106	393	512	5.04e-64	210
TRINITY_DN119970_c0_g1_i1.p1	sp|Q9QY39|PDZD4_MOUSE	98.246	114	2	0	1	114	151	264	1.30e-71	230
TRINITY_DN120985_c0_g1_i1.p1	sp|A2TJV2|PALM3_MOUSE	100.000	125	0	0	1	125	326	450	4.30e-74	236
TRINITY_DN120941_c0_g1_i1.p1	sp|Q8BW00|PTH_MOUSE	100.000	103	0	0	16	118	1	103	9.46e-68	205
TRINITY_DN120956_c0_g1_i1.p1	sp|Q14BV6|YDJC_MOUSE	100.000	116	0	0	1	116	130	245	3.17e-78	235
TRINITY_DN109361_c0_g1_i1.p1	sp|P23927|CRYAB_MOUSE	100.000	175	0	0	1	175	1	175	7.59e-126	353
TRINITY_DN109327_c0_g1_i1.p1	sp|Q8CH77|NAV1_MOUSE	100.000	386	0	0	1	386	51	436	0.0	776
TRINITY_DN109391_c0_g1_i1.p1	sp|Q9NXX6|NSE4A_HUMAN	87.013	385	46	2	42	422	1	385	0.0	618
TRINITY_DN109352_c0_g1_i1.p1	sp|Q3V129|ULK4_MOUSE	100.000	109	0	0	1	109	871	979	7.09e-67	220
TRINITY_DN109348_c0_g1_i1.p1	sp|Q2MV57|TECT2_MOUSE	100.000	700	0	0	24	723	1	700	0.0	1448
TRINITY_DN109305_c0_g1_i1.p1	sp|O35459|ECH1_MOUSE	100.000	327	0	0	16	342	1	327	0.0	678
TRINITY_DN109396_c0_g1_i1.p1	sp|Q8C5S7|REC8_MOUSE	100.000	124	0	0	1	124	1	124	2.24e-85	262
TRINITY_DN109316_c0_g1_i1.p1	sp|Q8BGE5|FANCM_MOUSE	100.000	287	0	0	1	287	47	333	0.0	608
TRINITY_DN109386_c0_g1_i1.p1	sp|Q80W94|MOGT2_MOUSE	100.000	334	0	0	1	334	1	334	0.0	686
TRINITY_DN109311_c0_g1_i1.p1	sp|Q9JI71|DLL4_MOUSE	100.000	347	0	0	1	347	340	686	0.0	709
TRINITY_DN109311_c0_g1_i1.p1	sp|Q9JI71|DLL4_MOUSE	39.205	176	94	4	10	183	240	404	4.74e-27	115
TRINITY_DN106621_c0_g1_i1.p1	sp|Q5FW85|ECM2_MOUSE	100.000	110	0	0	1	110	243	352	1.04e-68	220
TRINITY_DN106624_c0_g1_i1.p1	sp|Q9Z0F0|B3GT4_MOUSE	100.000	122	0	0	1	122	18	139	1.22e-79	241
TRINITY_DN106606_c0_g1_i1.p1	sp|P48615|WNT11_MOUSE	100.000	108	0	0	1	108	14	121	6.28e-72	220
TRINITY_DN106636_c0_g1_i1.p1	sp|Q9CXL3|CG050_MOUSE	100.000	115	0	0	11	125	1	115	4.55e-74	221
TRINITY_DN106643_c0_g1_i1.p1	sp|Q9QYX7|PCLO_MOUSE	100.000	104	0	0	1	104	3164	3267	7.05e-62	206
TRINITY_DN119191_c0_g1_i1.p1	sp|Q8CAE9|PDXL2_MOUSE	100.000	105	0	0	1	105	165	269	6.26e-60	196
TRINITY_DN119165_c0_g1_i1.p1	sp|Q91ZU6|DYST_MOUSE	100.000	347	0	0	1	347	2626	2972	0.0	721
TRINITY_DN119136_c0_g1_i1.p1	sp|Q9D5L7|SPSB1_MOUSE	100.000	107	0	0	1	107	167	273	2.40e-72	219
TRINITY_DN119159_c0_g1_i1.p1	sp|Q8K120|NFAC4_MOUSE	100.000	122	0	0	1	122	494	615	4.78e-79	252
TRINITY_DN119119_c0_g1_i1.p1	sp|Q4VBE4|EGFLA_MOUSE	100.000	171	0	0	1	171	235	405	5.63e-117	357
TRINITY_DN115945_c0_g1_i1.p1	sp|F8VPZ9|BICRA_MOUSE	100.000	187	0	0	1	187	488	674	1.95e-106	337
TRINITY_DN115941_c0_g1_i1.p1	sp|Q9R1P3|PSB2_MOUSE	100.000	201	0	0	40	240	1	201	4.55e-149	416
TRINITY_DN115925_c0_g1_i1.p1	sp|P70275|SEM3E_MOUSE	100.000	108	0	0	1	108	259	366	2.13e-72	232
TRINITY_DN115933_c0_g1_i1.p1	sp|Q3U214|MAST3_MOUSE	100.000	239	0	0	1	239	677	915	8.39e-160	479
TRINITY_DN121806_c0_g1_i1.p1	sp|Q8CIM1|LRC45_MOUSE	100.000	96	0	0	11	106	1	96	1.71e-61	201
TRINITY_DN121861_c0_g1_i1.p1	sp|Q8NCN2|ZBT34_HUMAN	98.077	104	2	0	1	104	4	107	9.60e-66	208
TRINITY_DN112730_c0_g1_i1.p1	sp|Q61881|MCM7_MOUSE	100.000	99	0	0	1	99	621	719	4.52e-63	206
TRINITY_DN112790_c0_g1_i1.p1	sp|Q9BVG3|TRI62_HUMAN	100.000	99	0	0	1	99	161	259	1.29e-60	194
TRINITY_DN112758_c0_g1_i1.p1	sp|Q2MHN3|ZFHX2_MOUSE	98.347	121	2	0	2	122	702	822	1.26e-79	258
TRINITY_DN112727_c0_g1_i1.p1	sp|P97929|BRCA2_MOUSE	100.000	193	0	0	1	193	146	338	1.66e-126	395
TRINITY_DN112740_c0_g1_i1.p1	sp|Q923L3|CSMD1_MOUSE	100.000	115	0	0	1	115	2398	2512	1.21e-74	243
TRINITY_DN112740_c0_g1_i1.p1	sp|Q923L3|CSMD1_MOUSE	34.314	102	62	3	2	99	109	209	1.62e-07	51.6
TRINITY_DN112740_c0_g1_i1.p1	sp|Q923L3|CSMD1_MOUSE	35.000	80	48	1	36	115	2801	2876	5.56e-07	50.1
TRINITY_DN112740_c0_g1_i1.p1	sp|Q923L3|CSMD1_MOUSE	27.928	111	73	4	2	109	2051	2157	1.58e-06	48.5
TRINITY_DN112740_c0_g1_i1.p1	sp|Q923L3|CSMD1_MOUSE	30.000	90	58	2	25	114	2670	2754	8.23e-06	46.6
TRINITY_DN112746_c0_g1_i1.p1	sp|Q921R8|S41A3_MOUSE	100.000	270	0	0	1	270	108	377	0.0	544
TRINITY_DN112744_c0_g1_i1.p1	sp|Q8BH73|QPCTL_MOUSE	100.000	383	0	0	8	390	1	383	0.0	763
TRINITY_DN112725_c0_g1_i1.p1	sp|Q9R2B6|SIA7D_MOUSE	100.000	101	0	0	1	101	29	129	4.15e-66	205
TRINITY_DN108574_c0_g1_i1.p1	sp|P70245|EBP_MOUSE	100.000	230	0	0	49	278	1	230	1.81e-168	468
TRINITY_DN108573_c0_g1_i1.p1	sp|Q8R366|IGSF8_MOUSE	99.789	473	1	0	1	473	4	476	0.0	942
TRINITY_DN108573_c0_g1_i1.p1	sp|Q8R366|IGSF8_MOUSE	27.041	392	251	7	84	460	230	601	2.64e-17	88.2
TRINITY_DN108528_c0_g1_i1.p1	sp|Q4KL18|TM171_MOUSE	99.690	323	0	1	1	323	1	322	0.0	651
TRINITY_DN108557_c0_g1_i1.p1	sp|Q9D9R0|RN125_MOUSE	100.000	108	0	0	1	108	59	166	1.13e-76	228
TRINITY_DN108537_c0_g1_i1.p1	sp|Q69ZK9|NLGN2_MOUSE	100.000	99	0	0	1	99	169	267	2.42e-64	211
TRINITY_DN108516_c0_g1_i1.p1	sp|Q8R4K8|PAPP1_MOUSE	100.000	150	0	0	1	150	1475	1624	3.73e-101	320
TRINITY_DN108501_c0_g1_i1.p1	sp|Q9Z0J1|RECK_MOUSE	100.000	446	0	0	1	446	526	971	0.0	909
TRINITY_DN108599_c0_g1_i1.p1	sp|Q8BS40|CPTP_MOUSE	100.000	216	0	0	1	216	1	216	5.49e-162	448
TRINITY_DN108541_c0_g1_i1.p1	sp|Q9JLG4|PK2L2_MOUSE	100.000	103	0	0	1	103	261	363	1.28e-64	208
TRINITY_DN108591_c0_g1_i1.p1	sp|Q8BL48|UNK_MOUSE	100.000	414	0	0	31	444	1	414	0.0	874
TRINITY_DN108576_c0_g1_i1.p1	sp|Q8BH04|PCKGM_MOUSE	100.000	250	0	0	28	277	1	250	0.0	516
TRINITY_DN108568_c0_g1_i1.p1	sp|Q9D7K2|TEN1L_MOUSE	100.000	161	0	0	44	204	1	161	4.75e-117	332
TRINITY_DN108568_c0_g1_i2.p1	sp|Q9D7K2|TEN1L_MOUSE	100.000	161	0	0	1	161	1	161	2.82e-117	331
TRINITY_DN108600_c0_g1_i1.p1	sp|Q69ZL1|FGD6_MOUSE	100.000	177	0	0	1	177	144	320	4.13e-118	367
TRINITY_DN108548_c0_g1_i1.p3	sp|Q96NJ5|KLH32_HUMAN	94.286	105	6	0	1	105	1	105	2.01e-65	210
TRINITY_DN108562_c0_g1_i1.p1	sp|P01029|CO4B_MOUSE	100.000	160	0	0	1	160	882	1041	6.15e-103	326
TRINITY_DN108594_c0_g1_i1.p1	sp|Q62283|TSN7_MOUSE	100.000	249	0	0	7	255	1	249	0.0	516
TRINITY_DN108517_c0_g1_i1.p1	sp|O08605|MKNK1_MOUSE	100.000	415	0	0	1	415	13	427	0.0	863
TRINITY_DN108566_c0_g1_i1.p1	sp|Q61189|ICLN_MOUSE	99.153	236	2	0	24	259	1	236	6.18e-174	481
TRINITY_DN117358_c0_g1_i1.p1	sp|Q9D727|CF226_MOUSE	100.000	114	0	0	7	120	1	114	2.31e-77	226
TRINITY_DN117343_c0_g1_i1.p1	sp|Q922P8|T132A_MOUSE	100.000	321	0	0	1	321	1	321	0.0	652
TRINITY_DN117383_c0_g1_i1.p1	sp|Q8BGX1|PED1B_MOUSE	100.000	119	0	0	1	119	114	232	3.40e-83	252
TRINITY_DN117384_c0_g1_i1.p1	sp|Q9WTS6|TEN3_MOUSE	100.000	113	0	0	1	113	557	669	1.74e-75	245
TRINITY_DN117384_c0_g1_i1.p1	sp|Q9WTS6|TEN3_MOUSE	34.188	117	64	4	6	113	663	775	8.94e-08	52.0
TRINITY_DN117384_c0_g1_i1.p1	sp|Q9WTS6|TEN3_MOUSE	34.259	108	55	5	6	100	694	798	2.00e-06	48.1
TRINITY_DN108442_c0_g1_i1.p1	sp|P00329|ADH1_MOUSE	100.000	375	0	0	1	375	1	375	0.0	761
TRINITY_DN108484_c0_g1_i1.p1	sp|Q99ML0|ZMY10_MOUSE	100.000	248	0	0	1	248	1	248	0.0	508
TRINITY_DN108443_c0_g1_i1.p1	sp|Q99J25|MRM1_MOUSE	100.000	238	0	0	1	238	83	320	6.38e-172	478
TRINITY_DN108500_c0_g1_i1.p1	sp|Q8BXX2|ZBT49_MOUSE	100.000	133	0	0	1	133	37	169	4.46e-89	276
TRINITY_DN108446_c0_g1_i1.p1	sp|P97785|GFRA1_MOUSE	100.000	153	0	0	1	153	316	468	6.86e-107	315
TRINITY_DN108460_c0_g1_i1.p1	sp|Q9R0M3|SRPX_MOUSE	100.000	342	0	0	1	342	123	464	0.0	706
TRINITY_DN108460_c0_g1_i1.p1	sp|Q9R0M3|SRPX_MOUSE	38.806	67	40	1	132	198	112	177	5.84e-06	51.6
TRINITY_DN108401_c0_g1_i1.p1	sp|P21237|BDNF_MOUSE	100.000	249	0	0	1	249	1	249	0.0	524
TRINITY_DN108426_c0_g1_i1.p1	sp|Q6IE82|JADE3_MOUSE	100.000	106	0	0	1	106	718	823	1.71e-68	222
TRINITY_DN108431_c0_g1_i1.p1	sp|P27952|RS2_RAT	100.000	293	0	0	3	295	1	293	0.0	589
TRINITY_DN108433_c0_g1_i1.p1	sp|Q70E73|RAPH1_HUMAN	93.355	301	19	1	14	314	951	1250	2.20e-147	448
TRINITY_DN108406_c0_g1_i1.p1	sp|Q5SQX6|CYFP2_MOUSE	100.000	1253	0	0	1	1253	1	1253	0.0	2618
TRINITY_DN108406_c0_g1_i2.p1	sp|Q5SQX6|CYFP2_MOUSE	99.213	890	7	0	9	898	364	1253	0.0	1848
TRINITY_DN108457_c0_g1_i1.p1	sp|Q9JK91|MLH1_MOUSE	100.000	149	0	0	3	151	1	149	9.85e-102	310
TRINITY_DN106774_c0_g1_i1.p1	sp|P15508|SPTB1_MOUSE	99.174	121	1	0	1	121	75	195	2.70e-78	254
TRINITY_DN106787_c0_g1_i1.p1	sp|Q8BXR6|PELI3_MOUSE	100.000	101	0	0	1	101	1	101	1.75e-65	206
TRINITY_DN100073_c0_g1_i1.p1	sp|Q9ESG6|P2Y14_MOUSE	100.000	138	0	0	1	138	201	338	1.87e-96	283
TRINITY_DN100064_c0_g1_i1.p1	sp|Q80TF6|STAR9_MOUSE	100.000	112	0	0	1	112	4450	4561	1.23e-71	234
TRINITY_DN100075_c0_g1_i1.p1	sp|Q8K339|KIN17_MOUSE	100.000	319	0	0	1	319	73	391	0.0	650
TRINITY_DN100030_c0_g1_i1.p1	sp|B2RR83|YTDC2_MOUSE	100.000	146	0	0	1	146	1052	1197	2.23e-95	303
TRINITY_DN100081_c0_g1_i1.p1	sp|Q9CX84|RGS19_MOUSE	100.000	194	0	0	1	194	23	216	5.84e-144	402
TRINITY_DN117512_c0_g1_i1.p1	sp|Q8C159|TTC22_MOUSE	99.123	114	1	0	1	114	166	279	3.32e-75	235
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	100.000	170	0	0	1	170	807	976	3.99e-110	347
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	38.372	172	99	5	1	170	1403	1569	7.25e-25	103
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	38.194	144	80	4	31	170	1388	1526	1.08e-15	77.0
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	36.111	144	80	5	25	162	2063	2200	2.59e-11	64.3
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	37.736	106	62	4	26	129	1467	1570	1.70e-08	56.2
TRINITY_DN117527_c0_g1_i1.p1	sp|Q8R4Y4|STAB1_MOUSE	28.889	135	85	5	1	134	184	308	2.03e-06	50.1
TRINITY_DN119233_c0_g1_i1.p1	sp|Q80V53|CHSTE_MOUSE	100.000	72	0	0	41	112	1	72	1.78e-39	137
TRINITY_DN110664_c0_g1_i1.p1	sp|Q8R3B1|PLCD1_MOUSE	100.000	329	0	0	1	329	267	595	0.0	694
TRINITY_DN110681_c0_g1_i1.p1	sp|Q96JS3|PGBD1_HUMAN	73.171	82	20	1	17	96	575	656	2.73e-35	130
TRINITY_DN110633_c0_g1_i1.p1	sp|Q32PA5|UBE2C_BOVIN	89.216	102	10	1	1	101	40	141	3.75e-63	192
TRINITY_DN110630_c0_g1_i1.p1	sp|P51569|AGAL_MOUSE	100.000	153	0	0	1	153	267	419	1.56e-107	315
TRINITY_DN110615_c0_g1_i1.p1	sp|Q3V079|BBOF1_MOUSE	100.000	122	0	0	1	122	187	308	2.11e-79	245
TRINITY_DN110693_c0_g1_i1.p1	sp|Q8BHB7|CP046_MOUSE	100.000	156	0	0	2	157	78	233	1.28e-107	315
TRINITY_DN110619_c0_g1_i1.p1	sp|Q8CHP0|ZC3H3_MOUSE	100.000	263	0	0	1	263	688	950	0.0	529
TRINITY_DN110613_c0_g1_i1.p1	sp|Q6PAL0|BEND3_MOUSE	100.000	145	0	0	1	145	681	825	1.93e-97	300
TRINITY_DN110613_c0_g1_i1.p1	sp|Q6PAL0|BEND3_MOUSE	52.055	146	65	3	1	143	514	657	7.95e-38	139
TRINITY_DN110613_c0_g1_i1.p1	sp|Q6PAL0|BEND3_MOUSE	41.053	95	56	0	30	124	237	331	5.89e-17	79.7
TRINITY_DN110613_c0_g1_i1.p1	sp|Q6PAL0|BEND3_MOUSE	37.634	93	58	0	32	124	383	475	2.31e-14	72.4
TRINITY_DN110603_c0_g1_i1.p1	sp|Q9QYX7|PCLO_MOUSE	100.000	252	0	0	1	252	1483	1734	4.12e-164	506
TRINITY_DN110614_c0_g1_i1.p1	sp|Q9JLZ6|HIC2_MOUSE	100.000	198	0	0	2	199	422	619	1.28e-146	424
TRINITY_DN103658_c0_g1_i1.p1	sp|E9Q9A9|OAS2_MOUSE	100.000	102	0	0	1	102	1	102	2.27e-64	209
TRINITY_DN107016_c0_g1_i1.p2	sp|Q8CH77|NAV1_MOUSE	100.000	142	0	0	1	142	1289	1430	3.19e-91	291
TRINITY_DN107066_c0_g1_i1.p1	sp|Q9Y5G7|PCDG6_HUMAN	73.874	111	29	0	2	112	342	452	9.51e-49	169
TRINITY_DN107066_c0_g1_i1.p1	sp|Q9Y5G7|PCDG6_HUMAN	34.188	117	66	3	2	110	447	560	1.03e-07	52.0
TRINITY_DN107066_c0_g1_i1.p1	sp|Q9Y5G7|PCDG6_HUMAN	33.043	115	73	1	2	112	128	242	1.43e-07	51.6
TRINITY_DN107063_c0_g1_i1.p1	sp|P70205|PACR_MOUSE	99.160	119	1	0	1	119	375	493	1.63e-78	242
TRINITY_DN121928_c0_g1_i1.p1	sp|Q3UH53|SDK1_MOUSE	100.000	102	0	0	1	102	913	1014	5.15e-67	220
TRINITY_DN121928_c0_g1_i1.p1	sp|Q3UH53|SDK1_MOUSE	40.244	82	48	1	1	81	1318	1399	1.04e-13	68.6
